Molecule ChEMBL ID,Molecule Name,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,IC50
CHEMBL3290490,,470.55,0,1.39,72,CN1CCN(CCS(=O)(=O)Nc2ccc(/C=C3\Oc4c(C(N)=O)cccc4C3=O)cc2)CC1,79
CHEMBL3606021,,395.43,0,2.92,6; NMS-P118,NC(=O)c1cc(F)cc2c1C(=O)N(C1CCN(C3CCC(F)(F)CC3)CC1)C2,79
CHEMBL3291331,,355.46,0,2.83,33b,CCN1CCN(C(=O)c2sc3c([nH]c(=O)c4ccccc43)c2C)CC1,79
CHEMBL4857076,,507.49,1,4.95,19e,O=C(c1cccc(F)c1F)C1CCN(Cc2c(O)cc(O)c3c(=O)cc(-c4ccc(O)cc4)oc23)CC1,79.2
CHEMBL5208518,,665.76,2,5.98,14b,C=C1C(=O)OC2C[C@@]3(C)CCC=C(COC(=O)CCC4CCN(C(=O)c5cc(Cc6n[nH]c(=O)c7ccccc67)ccc5F)CC4)C3=CC12,79.2
CHEMBL4571844,,429.44,0,1.96,80,Cc1nnc2n1CCN(C(=O)c1ccc(/C=C3\Oc4c(C(N)=O)cccc4C3=O)cc1)C2,79.43
CHEMBL550382,,325.37,0,0.86,42,CN1CCC(CNC(=O)c2cc3[nH]c(=O)c4ccccc4n3n2)C1,80
CHEMBL204849,,306.32,0,2.75,15,O=C(O)c1ccc2[nH]c3c4c(c5c(c3c2c1)CNC5=O)CCC4,80
CHEMBL371339,,468.53,0,4.41,6b,O=C(CN1CCN(c2ccc(F)cc2)CC1)Nc1ccc2c(c1)Cc1c-2nc(O)c2ccccc12,80
CHEMBL378794,,419.53,0,2.13,17i,NCCCCC(N)C(=O)NCc1ccc2[nH]c3c4c(c5c(c3c2c1)CNC5=O)CCC4,80
CHEMBL421605,,434.29,0,1.57,7,O=C(CCn1c2c(c(=O)[nH]c1=O)CCCC2)NCC(=O)c1ccc(Br)cc1,80
CHEMBL3649811,,315.42,0,2.74,BDBM130191,CCCOc1cc(CN(C)C)cc2[nH]c(=O)c3c(c12)NCCC3,80
CHEMBL1093610,,316.43,0,2.4,12o,CN1CCC(Oc2ccc3[nH]c(=O)c4c(c3c2)CCSC4)C1,80
CHEMBL4085866,,405.43,0,1.93,14a,CC(C)(C)OC(=O)NC1CCN(C(=O)c2nc3c(C(N)=O)cc(F)cc3[nH]2)CC1,80
CHEMBL3937292,,342.33,0,2.4,BDBM240720,NCCOc1c(-c2ccc3c(c2)OCO3)[nH]c(=O)c2cc(F)ccc12,80
CHEMBL3649775,,287.36,0,1.96,BDBM130154,COc1cc(CN(C)C)cc2[nH]c(=O)c3c(c12)NCCC3,80
CHEMBL1836301,,397.43,0,2.78,19c,O=c1cc(-c2ccc(O)cc2)oc2c(CN3CCC(CO)CC3)c(O)cc(O)c12,80.2
CHEMBL4086413,,329.4,0,1.08,15d,CC(C)CN1CCN(C(=O)c2nc3c(C(N)=O)cccc3[nH]2)CC1,81
CHEMBL4571844,,429.44,0,1.96,80,Cc1nnc2n1CCN(C(=O)c1ccc(/C=C3\Oc4c(C(N)=O)cccc4C3=O)cc1)C2,81
CHEMBL4095389,,501.51,1,3.11,11e,O=C(Nc1cc(Cn2c(=O)[nH]c(=O)c3ccccc32)cnc1F)[C@H]1CCN(C2CCC(F)(F)CC2)C1,81
CHEMBL568910,,271.36,0,1.99,2,CC(C)NCCc1c[nH]c2ccc3c(c12)CCNC3=O,82
CHEMBL5176615,,388.48,0,2.44,12,Cc1cnc(N2CCN(Cc3ccc4c(c3)[nH]c(=O)c3ncccc34)CC2)n1C,82
CHEMBL203982,,375.43,0,2.53,17c,O=C1NCc2c1c1c(c3[nH]c4ccc(C(=O)N5CCOCC5)cc4c23)CCC1,83
CHEMBL576423,,314.35,0,3.39,10e,NC(=O)c1cccc2[nH]c(-c3ccc(-c4ccccn4)cc3)nc12,83
CHEMBL4088354,,383.33,0,0.94,9d,NC(=O)c1cccc2[nH]c(C(=O)NC3CCN(C(=O)C(F)(F)F)CC3)nc12,83
CHEMBL4061234,,329.36,0,0.4,11d,CCC(=O)NC1CCN(C(=O)c2nc3c(C(N)=O)cccc3[nH]2)C1,83
CHEMBL594599,,342.42,0,1.86,15,O=C1NCC2c3c(cccc31)CCN2S(=O)(=O)Cc1ccccc1,83
CHEMBL3291335,,371.46,0,2.11,33g,Cc1c(C(=O)NCCN2CCOCC2)sc2c1[nH]c(=O)c1ccccc12,83
CHEMBL4162862,,539.38,1,4.52,31,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)cc(F)c1F)N1CCN(c2ccc(Br)cc2)CC1,83.4
CHEMBL3960883,,502.43,1,3.06,BDBM206068,COC1CN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)Cc2nnc(C(F)(F)F)n21,83.97
CHEMBL3593993,,450.42,0,4.76,11f,NC(=O)c1cc(F)cc2[nH]c(-c3ccc(-c4ccc(NC(=O)C5CC5)cc4F)cc3F)nc12,84
CHEMBL246192,,452.33,0,4.89,6,Cc1nc(-c2ccc3[nH]c4c5c(c6c(c4c3c2)C(=O)NC6=O)CCC5)c(Br)s1,84
CHEMBL521686,OLAPARIB,434.47,0,2.35,"7, AZD-2281",O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CC2)CC1,84.96
CHEMBL558056,,311.43,0,2.92,3,O=C1NCCc2c1ccc1[nH]cc(CCNC3CCCCC3)c21,85
CHEMBL4544913,,452.47,0,3.25,96,NC(=O)c1cccc2c1O/C(=C\c1cccc(C(=O)NCCc3nc4ccccc4[nH]3)c1)C2=O,85.11
CHEMBL3317906,,483.55,0,3.05,18j,N#Cc1ccc(C(=O)N2CCN(C(=O)c3csc(Cc4n[nH]c(=O)c5ccccc45)c3)CC2)cc1,85.53
CHEMBL4285923,,358.44,0,3.52,19,CCCC1NCCc2cc(-c3nc4c(C(N)=O)cc(F)cc4[nH]3)sc21,86
CHEMBL558796,,415.93,0,2.45,28d,CC(C)N1CCN(CC(=O)Nc2cnc3c(c2)nc(O)c2ccccc23)CC1.Cl,86
CHEMBL3291332,,369.49,0,3.22,33c,Cc1c(C(=O)N2CCN(C(C)C)CC2)sc2c1[nH]c(=O)c1ccccc12,86
CHEMBL521686,OLAPARIB,434.47,0,2.35,BDBM27566,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CC2)CC1,86.32
CHEMBL443077,,264.29,0,1.98,50,NC(=O)c1cccc2ncc(-c3ccc(N)cc3)nc12,87
CHEMBL3102884,,301.39,0,1.47,1a,CN(C)CC(C)(C)CN/C=C1/C(=O)NC(=O)c2ccccc21,87.4
CHEMBL3105409,,351.36,0,1.92,3a,CC(=O)c1ccc(NC(=O)CCn2c(=O)[nH]c(=O)c3ccccc32)cc1,87.6
CHEMBL523829,,362.43,0,1.9,39,CN1CCN(C(=O)c2cccc(Cc3n[nH]c(=O)c4ccccc34)c2)CC1,88
CHEMBL519778,,320.4,0,2.41,43,CN(Cc1ccccc1)Cc1nc2cccc3c2n1CCNC3=O,88
CHEMBL4544913,,452.47,0,3.25,96,NC(=O)c1cccc2c1O/C(=C\c1cccc(C(=O)NCCc3nc4ccccc4[nH]3)c1)C2=O,88
CHEMBL4099412,,375.4,0,1.27,16b,CCC(CC)N1CCN(C(=O)c2nc3c(C(N)=O)cc(F)cc3[nH]2)CC1=O,88
CHEMBL5175088,,755.84,1,2.97,25b,C[C@]12CCC=C(C=O)C1=CC1C(C2)OC(=O)C1CNCCOCCOCC(=O)N1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1,88.4
CHEMBL310120,,329.36,0,1.02,21a,N[C@@H](CCC(=O)N1CCc2nc(O)c3ccccc3c2C1)C(=O)O,89
CHEMBL2407981,,456.97,0,3.44,10k,CCNC(=O)c1ccc(N2CCN(Cc3cc(C)c4c(c3)NC(=O)C(C)O4)CC2)c(Cl)c1,89
CHEMBL4638701,,494.65,0,2.66,5,O=c1[nH]c(SCCN2CCN(CCSc3nc4ccccc4c(=O)[nH]3)CC2)nc2ccccc12,89.6
CHEMBL425560,,321.38,0,3.25,9,CCCC(=O)Nc1cccc(Cc2n[nH]c(=O)c3ccccc23)c1,90
CHEMBL201931,,262.31,0,3.05,10,O=C1NCc2c1c1c(c3[nH]c4ccccc4c23)CCC1,90
CHEMBL3639486,,345.47,0,2.44,BDBM130187,COc1cc(CN2CCSCC2)cc2[nH]c(=O)c3c(c12)NCCC3,90
CHEMBL107260,,441.49,0,-0.94,31,O=C(CCn1c2c(c(=O)[nH]c1=O)CCCC2)NCC(=O)N1CCN(c2ncccn2)CC1,90
CHEMBL4278820,,326.43,0,2.77,8,CCN1CCc2sc(-c3nc4c(C(N)=O)cccc4[nH]3)cc2C1,90
CHEMBL559584,,409.49,0,1.94,44,O=C(NCCC1(N2CCOCC2)CCCC1)c1cc2[nH]c(=O)c3ccccc3n2n1,90
CHEMBL3649770,,271.36,0,1.97,BDBM130148,CN(C)Cc1ccc2c3c(c(=O)[nH]c2c1)CCCN3C,90
CHEMBL425560,,321.38,0,3.25,26,CCCC(=O)Nc1cccc(Cc2n[nH]c(=O)c3ccccc23)c1,90
CHEMBL381652,,293.33,0,2.47,24,CC(=O)Nc1cccc(Cc2n[nH]c(=O)c3ccccc23)c1,90
CHEMBL381652,,293.33,0,2.47,7,CC(=O)Nc1cccc(Cc2n[nH]c(=O)c3ccccc23)c1,90
CHEMBL3606024,,428.34,0,3.46,20bx,NC(=O)c1cc(F)cc2c1C(=O)N(C1CCN(C3CCC(Cl)(Cl)CC3)CC1)C2,90
CHEMBL4167790,,429.48,1,5.77,11a,NC(=O)c1cccc2[nH]c(-c3ccc(Nc4c5ccccc5nc5ccccc45)cc3)nc12,90
CHEMBL3422683,,306.28,0,2.16,1e,O=c1[nH]nc2c3c(cccc13)N=C(c1ccc3c(c1)OCO3)N2,91.4
CHEMBL4874038,,636.74,1,4.18,23k,Cc1c(CN2CCN(C(=O)c3cc4cccc(C(N)=O)c4o3)CC2)sc2c(N3CCOCC3)nc(-c3ccc4cn[nH]c4c3)nc12,91.47
CHEMBL4089213,,343.43,0,1.51,9g,CC(C)CN1CCC(NC(=O)c2nc3c(C(N)=O)cccc3[nH]2)CC1,92
CHEMBL296750,,227.24,0,3.54,9d,Cc1cccc2c(O)nc3cc(F)ccc3c12,92
CHEMBL4278332,,375.47,0,3.88,R-23,CC(C)(C)[C@H]1NCCC2C=C(c3nc4c(C(=O)O)cc(F)cc4[nH]3)SC21,92
CHEMBL4463611,,313.41,0,1.76,9c,CC(C)N1CCC(c2nc3cncc4c3n2CCNC4=O)CC1,92
CHEMBL4100719,,459.48,0,2.74,11i,O=C(Nc1cc(Cn2c(=O)[nH]c(=O)c3ccccc32)cnc1F)[C@H]1CCN(c2ccccc2)C1,92.6
CHEMBL446861,,221.28,0,1.32,6,Cc1nn(C)c2[nH]c(=O)c3c(c12)CSC3,92.7
CHEMBL4855558,,439.46,0,3.35,19b,CCOC(=O)C1CCN(Cc2c(O)cc(O)c3c(=O)cc(-c4ccc(O)cc4)oc23)CC1,92.8
CHEMBL4754497,,328.8,0,2.82,9a,CN(C)Cc1ccc(-c2ccc3c(Cl)cc(C(N)=O)n3n2)cc1,93.27
CHEMBL2237219,,413.59,0,3.66,9s,CCCCCCN1CCN(C(=O)c2ccc3[nH]c(=O)c4c(c3c2)CCSC4)CC1,94
CHEMBL3317902,,502.6,1,3.11,18f,COc1ccc(CC(=O)N2CCN(C(=O)c3csc(Cc4n[nH]c(=O)c5ccccc45)c3)CC2)cc1,94.88
CHEMBL5173750,,612.7,1,3.62,23,C[C@]12CCC=C(CO)C1=CC1C(C2)OC(=O)C1CN1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1,94.9
CHEMBL3663652,,356.47,0,2.65,BDBM167424,NC(=O)c1cccc2[nH]n(C3CCN(CC4CCCCC4)CC3)c(=O)c12,95
CHEMBL4584942,,415.41,0,1.65,79,NC(=O)c1cccc2c1O/C(=C\c1ccc(C(=O)N3CCn4cnnc4C3)cc1)C2=O,95.5
CHEMBL4471547,,470.46,0,3.39,97,NC(=O)c1cccc2c1O/C(=C\c1cccc(C(=O)NCCc3nc4cc(F)ccc4[nH]3)c1)C2=O,95.5
CHEMBL4164827,,474.51,0,3.75,27,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)cc(F)c1F)N1CCN(Cc2ccccc2)CC1,96.8
CHEMBL560132,,334.38,0,1.82,18,O=C(NCCc1c[nH]c2ccc3c(c12)CCNC3=O)c1ccncc1,97
CHEMBL481403,,363.42,0,2.74,42,CCOC(=O)c1ccc(CCc2nc3cccc4c3n2CCNC4=O)cc1,97
CHEMBL4521684,,403.87,0,4.75,21,O=C(CCn1nc(-c2ccccc2)c2ccccc2c1=O)Nc1cccc(Cl)c1,97
CHEMBL595464,,328.42,0,0.1,45,CN1CCN(CC(=O)N2CCc3cccc4c3C2CNC4=O)CC1,97
CHEMBL4450818,,417.9,1,5.14,54,O=C(CCCn1nc(-c2ccccc2)c2ccccc2c1=O)Nc1cccc(Cl)c1,97
CHEMBL4584942,,415.41,0,1.65,79,NC(=O)c1cccc2c1O/C(=C\c1ccc(C(=O)N3CCn4cnnc4C3)cc1)C2=O,97
CHEMBL4471547,,470.46,0,3.39,97,NC(=O)c1cccc2c1O/C(=C\c1cccc(C(=O)NCCc3nc4cc(F)ccc4[nH]3)c1)C2=O,97
CHEMBL4521684,,403.87,0,4.75,54a,O=C(CCn1nc(-c2ccccc2)c2ccccc2c1=O)Nc1cccc(Cl)c1,97
CHEMBL4872760,,425.44,0,2.96,19a,COC(=O)C1CCN(Cc2c(O)cc(O)c3c(=O)cc(-c4ccc(O)cc4)oc23)CC1,97.6
CHEMBL4475182,,510.51,1,3.04,105,COC(=O)c1cccc2nc(CCNC(=O)c3ccc(/C=C4\Oc5c(C(N)=O)cccc5C4=O)cc3)[nH]c12,97.72
CHEMBL543157,,332.79,0,1.99,24a,CN(C)CC(=O)Nc1ccc2nc(O)c3ccccc3c2n1.Cl,98
CHEMBL194155,,248.28,0,3.09,2b,Nc1ccc2c(c1)Cc1c-2nc(O)c2ccccc12,98
CHEMBL4475182,,510.51,1,3.04,105,COC(=O)c1cccc2nc(CCNC(=O)c3ccc(/C=C4\Oc5c(C(N)=O)cccc5C4=O)cc3)[nH]c12,98
CHEMBL3912508,,500.46,1,4.04,BDBM206063,CC1c2nnc(C(F)(F)F)n2C(C)CN1C(=O)c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F,98.74
CHEMBL82336,,408.55,0,2.78,18b,O=C(CCN1CCC(N2CCCC2)CC1)N1CCc2nc(O)c3ccccc3c2C1,99
CHEMBL4214589,,397.39,0,3.67,d14,O=c1[nH]c2c(-c3nnc(COc4ccccc4)o3)cccc2c(=O)c2ccccc12,99
CHEMBL1091710,,233.29,0,2.02,7,O=c1[nH]c2ccc(O)cc2c2c1CSCC2,99
CHEMBL3644776,,377.44,0,3.29,BDBM97567,O=c1[nH]nc2c3c(cccc13)Oc1ccc(CN3CCC(CCO)CC3)cc1-2,100
CHEMBL4102201,,558.31,0,1.44,10c,O=C(Nc1cc(Cn2c(=O)[nH]c(=O)c3ccccc32)cnc1Br)[C@H]1CCNC1.O=C(O)C(F)(F)F,100
CHEMBL4097709,,479.54,0,2.52,9i,CC(C)(C)OC(=O)N1CC[C@H](C(=O)Nc2cc(Cn3c(=O)[nH]c(=O)c4ccccc43)ccc2N)C1,100
CHEMBL4064245,,512.87,0,1.94,10e,O=C(Nc1cc(Cn2c(=O)[nH]c(=O)c3ccccc32)ccc1Cl)[C@H]1CCNC1.O=C(O)C(F)(F)F,100
CHEMBL4072851,,409.4,0,1.19,10g,O=C(Nc1cc(Cn2c(=O)[nH]c(=O)c3ccccc32)ccc1[N+](=O)[O-])[C@H]1CCNC1,100
CHEMBL3663641,,392.45,0,2.65,BDBM167413,Cn1c2cccc(C(N)=O)c2c(=O)n1C1CCN(C2CCC(F)(F)CC2)CC1,100
CHEMBL3644772,,378.48,0,3.47,BDBM97562,CCN(CC)CCN(C)Cc1ccc2c(c1)-c1n[nH]c(=O)c3cccc(c13)O2,100
CHEMBL4081950,,401.47,0,2.13,15b,CC[C@H]1CN(C(=O)c2nc3c(C(N)=O)cccc3[nH]2)CCN1C(=O)OC(C)(C)C,100
CHEMBL3653088,,273.34,0,1.74,BDBM130194,CCOc1cc(CN)cc2[nH]c(=O)c3c(c12)NCCC3,100
CHEMBL371819,,333.39,0,4.04,8,CCCNC(=O)Nc1ccc2c(c1)Cc1c-2nc(O)c2ccccc12,100
CHEMBL3291323,,358.83,0,2.11,18a,Cn1c(C(=O)N2CCCNCC2)c(Cl)c2[nH]c(=O)c3ccccc3c21,100
CHEMBL3644775,,335.36,0,2.26,BDBM97566,O=c1[nH]nc2c3c(cccc13)Oc1ccc(CN3CCC(O)C3)cc1-2,100
CHEMBL4060222,,465.51,0,2.33,9d,CC(C)(C)OC(=O)N1CC[C@H](C(=O)Nc2cncc(Cn3c(=O)[nH]c(=O)c4ccccc43)c2)C1,100
CHEMBL4105422,,509.52,1,2.84,9g,CC(C)(C)OC(=O)N1CC[C@H](C(=O)Nc2cc(Cn3c(=O)[nH]c(=O)c4ccccc43)ccc2[N+](=O)[O-])C1,100
CHEMBL550501,,313.36,0,0.81,36,CN(C)CCN(C)C(=O)c1cc2[nH]c(=O)c3ccccc3n2n1,100
CHEMBL3649744,,257.34,0,2.17,BDBM130121,CNC(C)c1ccc2c3c(c(=O)[nH]c2c1)CCCN3,100
CHEMBL550724,,368.48,0,1.84,15,CN1CCC(CC(=O)NCCc2c[nH]c3ccc4c(c23)CCNC4=O)CC1,100
CHEMBL571223,,261.28,0,2.84,8,O=c1[nH]c2cc(-c3ccccc3)nn2c2ccccc12,100
CHEMBL551916,,321.34,0,2.86,22,COc1cccc(-c2cc3[nH]c(=O)c4ccccc4n3n2)c1OC,100
CHEMBL3291322,,368.44,0,1.47,17l,Cn1c(C(=O)NCCCN2CCOCC2)cc2[nH]c(=O)c3ccccc3c21,100
CHEMBL3937804,,377.21,0,3.43,BDBM240708,NCCOc1c(-c2cccc(Br)c2)[nH]c(=O)c2cc(F)ccc12,100
CHEMBL1094952,,271.71,0,2.78,10,NC(=O)c1cccc2cn(-c3ccccc3Cl)nc12,100
CHEMBL3291318,,324.38,0,1.46,17h,Cn1c(C(=O)N2CCCNCC2)cc2[nH]c(=O)c3ccccc3c21,100
CHEMBL3644777,,391.43,0,3.03,BDBM97568,O=c1[nH]nc2c3c(cccc13)Oc1ccc(CN3CCC4(CC3)OCCO4)cc1-2,100
CHEMBL4089975,,544.41,1,3.09,9c,CC(C)(C)OC(=O)N1CC[C@H](C(=O)Nc2cc(Cn3c(=O)[nH]c(=O)c4ccccc43)cnc2Br)C1,100
CHEMBL4075678,,391.4,0,1.54,12a,CC(C)(C)OC(=O)NC1CCN(C(=O)c2nc3c(C(N)=O)cc(F)cc3[nH]2)C1,100
CHEMBL4076734,,329.36,0,0.36,15k,CCC(=O)N1CCN(C(=O)c2nc3c(C(N)=O)cccc3[nH]2)CC1,100
CHEMBL4082414,,401.47,0,2.13,15c,CC[C@@H]1CN(C(=O)c2nc3c(C(N)=O)cccc3[nH]2)CCN1C(=O)OC(C)(C)C,100
CHEMBL4060659,,301.35,0,0.49,(R)-15g,CC[C@@H]1CN(C(=O)c2nc3c(C(N)=O)cccc3[nH]2)CCN1,100
CHEMBL3649776,,273.34,0,1.61,BDBM130155,CNCc1cc(OC)c2c3c(c(=O)[nH]c2c1)CCCN3,100
CHEMBL4075199,,313.36,0,0.49,15h,NC(=O)c1cccc2[nH]c(C(=O)NC3CN4CCC3CC4)nc12,100
CHEMBL3606016,,388.47,0,2.89,13ad,NC(=O)c1cccc2c1C(=O)N(C1CCN(Cc3ccc4[nH]ccc4c3)CC1)C2,100
CHEMBL5198711,,298.37,0,2.62,AEP01,Cc1cc(C)c2nc(CSc3ncccn3)[nH]c(=O)c2c1,100
CHEMBL3644773,,337.38,0,2.51,BDBM97564,CCN(CCO)Cc1ccc2c(c1)-c1n[nH]c(=O)c3cccc(c13)O2,100
CHEMBL473036,,526.51,3,-1.22,21,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COCNC(=O)CCC(=O)Nc2cccc3c2CNC3=O)[C@@H](O)[C@H]1O,100
CHEMBL5176114,,338.39,0,2.67,34,NC(=O)c1cccc2cn(-c3ccc([C@]4(F)CCCNC4)cc3)nc12,100
CHEMBL5191905,,338.39,0,2.67,33,NC(=O)c1cccc2cn(-c3ccc([C@@]4(F)CCCNC4)cc3)nc12,100
CHEMBL4079674,,480.52,0,2.64,9h,CC(C)(C)OC(=O)N1CC[C@H](C(=O)Nc2cc(Cn3c(=O)[nH]c(=O)c4ccccc43)ccc2O)C1,100
CHEMBL4091988,,557.32,0,2.05,10f,O=C(Nc1cc(Cn2c(=O)[nH]c(=O)c3ccccc32)ccc1Br)[C@H]1CCNC1.O=C(O)C(F)(F)F,100
CHEMBL3291324,,403.28,0,2.22,18b,Cn1c(C(=O)N2CCCNCC2)c(Br)c2[nH]c(=O)c3ccccc3c21,100
CHEMBL4089840,,279.3,0,2.79,31; UPF 1069,O=C(COc1cccc2c(=O)[nH]ccc12)c1ccccc1,100
CHEMBL3963289,,473.53,0,3.09,BDBM207618,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C(=O)N1CC2=NNC(=O)c3cccc4[nH]c(c2c34)C1,100
CHEMBL4174599,,443.51,1,6.08,11e,Cc1ccc2nc3ccccc3c(Nc3ccc(-c4nc5c(C(N)=O)cccc5[nH]4)cc3)c2c1,100
CHEMBL4165488,,474.54,0,3.13,12d,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CC2(CCN(C(=O)C3CC3)CC2)C1,100.1
CHEMBL4861171,,680.71,2,4.3,23d,Cc1c(CN2CCN(C(=O)c3cc4cccc(C(N)=O)c4o3)CC2)sc2c(N3CCOCC3)nc(-c3cnc(N)cc3C(F)(F)F)nc12,100.8
CHEMBL4060514,,287.32,0,0.14,9o,NC(=O)c1cccc2[nH]c(C(=O)NC3CCNCC3)nc12,101
CHEMBL481603,,274.28,0,2.27,91,N#Cc1ccc(-c2cnc3cccc(C(N)=O)c3n2)cc1,101
CHEMBL481603,,274.28,0,2.27,11,N#Cc1ccc(-c2cnc3cccc(C(N)=O)c3n2)cc1,101
CHEMBL5175573,,368.39,0,2.18,1/8/2002,NC(=O)c1cccc2cn(-c3ccc(OCCCCC(=O)NO)cc3)nc12,102
CHEMBL5199738,,354.37,0,1.79,1/8/2001,NC(=O)c1cccc2cn(-c3ccc(OCCCC(=O)NO)cc3)nc12,102
CHEMBL482059,,467.54,0,3.02,14,NC(=O)c1ccccc1OCCc1ccc(F)c(C(=O)N2CCN(C(=O)C3CCCC3)CC2)c1,103
CHEMBL250489,,381.91,0,4.39,5d,O=c1[nH]c(CCCN2CCC(c3ccccc3)CC2)nc2c(Cl)cccc12,103
CHEMBL4515565,,361.45,0,2.55,9f,O=C1NCCn2c(C3CCN(Cc4ccccc4)CC3)nc3cncc1c32,103
CHEMBL4170803,,494.93,0,4.41,32,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)cc(F)c1F)N1CCN(c2ccc(Cl)cc2)CC1,103
CHEMBL127396,,281.27,0,3.22,7d,Cc1cccc2c(O)nc(-c3ccc([N+](=O)[O-])cc3)nc12,104
CHEMBL3317897,,422.51,0,2.27,18a,O=C(c1csc(Cc2n[nH]c(=O)c3ccccc23)c1)N1CCN(C(=O)C2CC2)CC1,104.9
CHEMBL3763209,,347.42,0,2.57,20,O=c1[nH]nc2c3c(cccc13)NC(c1cccnc1)C2C1CCCNC1,105
CHEMBL338088,,283.24,0,2.62,21g,O=[N+]([O-])c1ccc(-c2nc(O)c3cccc(O)c3n2)cc1,105
CHEMBL191185,,403.48,0,3.56,6c,O=C(CCCN1CCOCC1)Nc1ccc2c(c1)Cc1c-2nc(O)c2ccccc12,105
CHEMBL381475,,400.44,0,2.07,17g,O=C(NCCn1ccnn1)c1ccc2[nH]c3c4c(c5c(c3c2c1)CNC5=O)CCC4,105
CHEMBL496937,,265.32,0,2.42,22,Cn1nc(-c2ccccc2)c2c3c(c(=O)[nH]c21)CCC3,106
CHEMBL364752,,333.39,0,3.01,6a,CN(C)CC(=O)Nc1ccc2c(c1)Cc1c-2nc(O)c2ccccc12,107
CHEMBL3317916,,459.53,0,2.57,18t,O=C(c1ccncc1)N1CCN(C(=O)c2csc(Cc3n[nH]c(=O)c4ccccc34)c2)CC1,107.8
CHEMBL3763383,,341.37,0,3.01,16,O=c1[nH]nc2c3c(cccc13)NC(c1ccccn1)C2c1ccccn1,108
CHEMBL4081066,,341.42,0,1.27,9h,NC(=O)c1cccc2[nH]c(C(=O)NC3CCN(CC4CC4)CC3)nc12,108
CHEMBL480227,,283.38,0,2.37,44,O=C1NCCn2c(CN3CCCCC3)cc3cccc1c32,109
CHEMBL4160981,,406.46,0,2.62,13c,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCC12CCNCC2,109.5
CHEMBL3577626,,406.27,0,3.41,X029/Y469,O=C1CCN(c2ccccc2C(=O)NCCc2ccc(Cl)cc2Cl)C(=O)N1,109.65
CHEMBL372303,PJ34,295.34,0,2.18,5,CN(C)CC(=O)Nc1ccc2[nH]c(=O)c3ccccc3c2c1,110
CHEMBL372303,PJ34,295.34,0,2.18,PJ-34,CN(C)CC(=O)Nc1ccc2[nH]c(=O)c3ccccc3c2c1,110
CHEMBL4160600,,541.36,1,3.31,51,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)cc(F)c1F)N1CCN(c2nccc(Br)n2)CC1,110
CHEMBL372303,PJ34,295.34,0,2.18,19,CN(C)CC(=O)Nc1ccc2[nH]c(=O)c3ccccc3c2c1,110
CHEMBL3105400,,382.46,0,1.72,2c,O=C(CCc1nc2ccccc2c(=O)[nH]1)N1CCN(C(=O)C2CCCC2)CC1,110
CHEMBL372303,PJ34,295.34,0,2.18,"3, PJ34",CN(C)CC(=O)Nc1ccc2[nH]c(=O)c3ccccc3c2c1,110
CHEMBL3649781,,341.41,0,2.06,BDBM130160,COc1cc(CN2CCC(=O)CC2)cc2[nH]c(=O)c3c(c12)NCCC3,110
CHEMBL371596,,306.32,0,2.44,7,O=C(CO)Nc1ccc2c(c1)Cc1c-2nc(O)c2ccccc12,110
CHEMBL571900,,319.41,0,2.79,4,O=C1NCCc2c1ccc1[nH]cc(CCNCc3ccccc3)c21,110
CHEMBL3649784,,331.42,0,1.97,BDBM130163,COCCN(C)Cc1cc(OC)c2c3c(c(=O)[nH]c2c1)CCCN3,110
CHEMBL4458372,,264.29,0,1.84,11a,O=C1NCCn2c(-c3ccccc3)nc3cncc1c32,110
CHEMBL3577626,,406.27,0,3.41,X029/Y469,O=C1CCN(c2ccccc2C(=O)NCCc2ccc(Cl)cc2Cl)C(=O)N1,110
CHEMBL3649791,,301.39,0,2.39,BDBM130170,COc1cc(CNC(C)C)cc2[nH]c(=O)c3c(c12)NCCC3,110
CHEMBL3649789,,315.42,0,2.74,BDBM130168,CCN(CC)Cc1cc(OC)c2c3c(c(=O)[nH]c2c1)CCCN3,110
CHEMBL3605998,,363.46,0,2.71,13i,Cc1ccc(CN2CCC(N3Cc4cccc(C(N)=O)c4C3=O)CC2)cc1,110
CHEMBL497591,,283.36,0,2.68,17,Cn1nc(-c2ccccc2)c2c3c(c(=O)[nH]c21)CSC3,110.3
